nb_drones: 30

# ── HUBS ──
hub: start_Theodor_Heuss_Stra_e 51124 544848 [color=blue max_drones=5]
connection: Im_Fleischbeil_2-In_der_Steig [max_link_capacity=2]
connection: In_der_Steig_2-Im_Fleischbeil_2 [max_link_capacity=2]
connection: Rainlesstra_e-In_der_Steig_3 [max_link_capacity=2]
connection: Rainlesstra_e-Rainlesstra_e_2 [max_link_capacity=2]
connection: Am_Gesundbrunnen-Am_Gesundbrunnen_2 [max_link_capacity=2]
connection: Am_Gesundbrunnen_3-Am_Gesundbrunnen [max_link_capacity=2]
connection: Manfred_Weinmann_Ring-Am_Gesundbrunnen_2 [max_link_capacity=2]
connection: R_merstra_e_10-Am_Gesundbrunnen_2 [max_link_capacity=2]
connection: Am_Gesundbrunnen_3-Am_Gesundbrunnen_10 [max_link_capacity=2]
connection: Maasstra_e-Am_Gesundbrunnen_4 [max_link_capacity=2]
connection: Am_Gesundbrunnen_5-Am_Gesundbrunnen_4 [max_link_capacity=2]
connection: Am_Gesundbrunnen_6-Am_Gesundbrunnen_4 [max_link_capacity=2]
connection: Maasstra_e_2-Maasstra_e [max_link_capacity=2]
connection: Hanselmannstra_e-Maasstra_e [max_link_capacity=2]
connection: Am_Gesundbrunnen_5-Hanselmannstra_e [max_link_capacity=2]
connection: Am_Gesundbrunnen_7-Am_Gesundbrunnen_5 [max_link_capacity=2]
connection: Am_Gesundbrunnen_6-Am_Gesundbrunnen_10 [max_link_capacity=2]
connection: Hanselmannstra_e_2-Hanselmannstra_e [max_link_capacity=2]
connection: Am_Gesundbrunnen_7-Am_Gesundbrunnen_8 [max_link_capacity=2]
connection: Am_Gesundbrunnen_7-Am_Gesundbrunnen_7_via_1 [max_link_capacity=2]
connection: Am_Gesundbrunnen_7_via_1-Florian_Geyer_Stra_e_3 [max_link_capacity=2]
connection: Im_Kreuzgrund-Saarlandstra_e_10 [max_link_capacity=10]
connection: Saarlandstra_e_11-Saarlandstra_e_10 [max_link_capacity=2]
connection: Im_Kreuzgrund_16-Im_Kreuzgrund [max_link_capacity=2]
connection: Saarlandstra_e_4-Im_Kreuzgrund [max_link_capacity=10]
connection: Im_Kreuzgrund_8-Im_Kreuzgrund [max_link_capacity=2]
connection: Am_Gesundbrunnen_9-Saarlandstra_e_11 [max_link_capacity=10]
connection: Am_Gesundbrunnen_11-Saarlandstra_e_11 [max_link_capacity=2]
connection: Wimpfener_Weg-Hausener_Stra_e [max_link_capacity=2]
connection: Hausener_Stra_e_2-Hausener_Stra_e [max_link_capacity=2]
connection: Hausener_Stra_e_3-Hausener_Stra_e [max_link_capacity=2]
connection: Wimpfener_Weg-Eichh_user_Stra_e [max_link_capacity=2]
connection: Wimpfener_Weg-Wimpfener_Weg_via_1 [max_link_capacity=10]
connection: Wimpfener_Weg_via_1-Schlossstra_e_9 [max_link_capacity=10]
connection: Hausener_Stra_e_4-Hausener_Stra_e_2 [max_link_capacity=2]
connection: Hausener_Stra_e_2-Hausener_Stra_e_5 [max_link_capacity=2]
connection: Hausener_Stra_e_3-Schlossstra_e_13 [max_link_capacity=10]
connection: Hausener_Stra_e_4-Wormser_Stra_e_5 [max_link_capacity=2]
connection: G_ldensteinstra_e_5-Eckenerstra_e_3 [max_link_capacity=2]
connection: G_ldensteinstra_e_5-G_ldensteinstra_e_6 [max_link_capacity=2]
connection: Borsigstra_e-Eckenerstra_e_3 [max_link_capacity=2]
connection: G_ldensteinstra_e_6-Borsigstra_e [max_link_capacity=2]
connection: G_ldensteinstra_e_6-G_ldensteinstra_e_7 [max_link_capacity=2]
connection: Robert_Bosch_Stra_e_9-J_rg_Ratgeb_Platz [max_link_capacity=2]
connection: Robert_Bosch_Stra_e_9-Max_Planck_Stra_e_21 [max_link_capacity=2]
connection: Kunzestra_e_3-Kunzestra_e_2 [max_link_capacity=2]
connection: Fasanenstra_e-Kunzestra_e_2 [max_link_capacity=2]
connection: Taxisstra_e-Hohenloher_Stra_e_6 [max_link_capacity=2]
connection: Hohenloher_Stra_e_6-Hohenloher_Stra_e_7 [max_link_capacity=2]
connection: Taxisstra_e-Amsterdamer_Stra_e_4 [max_link_capacity=2]
connection: Johannesburger_Stra_e-Hohenloher_Stra_e_7 [max_link_capacity=2]
connection: Hohenloher_Stra_e_8-Hohenloher_Stra_e_7 [max_link_capacity=2]
connection: Schleusenstra_e-Hohenloher_Stra_e_8 [max_link_capacity=2]
connection: Ernst_Bader_Stra_e-Hohenloher_Stra_e_8 [max_link_capacity=2]
connection: Schleusenstra_e_2-Schleusenstra_e [max_link_capacity=2]
connection: Schleusenstra_e-Talheimer_Stra_e [max_link_capacity=2]
connection: Ernst_Bader_Stra_e-Amsterdamer_Stra_e_4 [max_link_capacity=2]
connection: Talheimer_Stra_e-Hoss_ckerweg [max_link_capacity=2]
connection: Talheimer_Stra_e-Talheimer_Stra_e_2 [max_link_capacity=2]
connection: Hoss_ckerweg-Albert_Debold_Stra_e [max_link_capacity=2]
connection: Jakob_Ramm_Stra_e-Hoss_ckerweg [max_link_capacity=2]
connection: Talheimer_Stra_e_3-Talheimer_Stra_e_2 [max_link_capacity=2]
connection: Nuss_ckerstra_e-Talheimer_Stra_e_2 [max_link_capacity=2]
connection: Wagenburgstra_e-Talheimer_Stra_e_3 [max_link_capacity=2]
connection: Lehmhaldenstra_e-Talheimer_Stra_e_3 [max_link_capacity=2]
connection: Nuss_ckerstra_e-Johannesburger_Stra_e [max_link_capacity=2]
connection: Nuss_ckerstra_e-Nuss_ckerstra_e_4 [max_link_capacity=2]
connection: Nuss_ckerstra_e-Johannesburger_Stra_e_2 [max_link_capacity=2]
connection: Wagenburgstra_e-Wagenburgstra_e_3 [max_link_capacity=2]
connection: Wagenburgstra_e-Wagenburgstra_e_4 [max_link_capacity=2]
connection: Lehmhaldenstra_e-Johannesburger_Stra_e_3 [max_link_capacity=2]
connection: Lehmhaldenstra_e-Lehmhaldenstra_e_2 [max_link_capacity=2]
connection: Lehmhaldenstra_e-Latzel_ckerweg [max_link_capacity=2]
connection: Beethovenstra_e_10-Beethovenstra_e_9 [max_link_capacity=2]
connection: Beethovenstra_e_9-Beethovenstra_e_11 [max_link_capacity=2]
connection: Beethovenstra_e_9-Kauffmannstra_e_8 [max_link_capacity=2]
connection: Z_gelstra_e-Beethovenstra_e_9 [max_link_capacity=2]
connection: Beethovenstra_e_12-Beethovenstra_e_10 [max_link_capacity=2]
connection: Kauffmannstra_e_9-Beethovenstra_e_10 [max_link_capacity=2]
connection: Beethovenstra_e_11-Louis_Hentges_Stra_e_3 [max_link_capacity=2]
connection: Kauffmannstra_e_9-Kauffmannstra_e_8 [max_link_capacity=2]
connection: Kauffmannstra_e_11-Kauffmannstra_e_8 [max_link_capacity=2]
connection: Z_gelstra_e-Louis_Hentges_Stra_e_3 [max_link_capacity=2]
connection: Z_gelstra_e-Eichendorffstra_e_2 [max_link_capacity=2]
connection: Haberkornstra_e_3-Raidweg_3 [max_link_capacity=2]
connection: Staufenbergstra_e_3-Staufenbergstra_e_4 [max_link_capacity=2]
connection: Hofwiesenstra_e_2-Staufenbergstra_e_3 [max_link_capacity=2]
connection: Staufenbergstra_e_4-Sankt_Martin_Stra_e [max_link_capacity=2]
connection: Staufenbergstra_e_4-Staufenbergstra_e_5 [max_link_capacity=2]
connection: Hofwiesenstra_e_2-Hofwiesenstra_e_4 [max_link_capacity=2]
connection: Hofwiesenstra_e_2-Hermann_Wolf_Stra_e [max_link_capacity=2]
connection: Schillerstra_e_2-Schillerstra_e_3 [max_link_capacity=2]
connection: Schillerstra_e_2-Pf_hlstra_e_4 [max_link_capacity=10]
connection: Schillerstra_e_3-Schillerstra_e_7 [max_link_capacity=2]
connection: Schillerstra_e_3-Pf_hlstra_e_8 [max_link_capacity=2]
connection: Karlstra_e_8-Schillerstra_e_3 [max_link_capacity=2]
connection: Pf_hlstra_e_4-Pf_hlstra_e_8 [max_link_capacity=2]
connection: Pf_hlstra_e_4-Paul_G_bel_Stra_e_5 [max_link_capacity=10]
connection: Hans_Seyfer_Stra_e-Austra_e_12 [max_link_capacity=5]
connection: Austra_e_13-Austra_e_12 [max_link_capacity=2]
connection: Hans_Seyfer_Stra_e-Hans_Seyfer_Stra_e_3 [max_link_capacity=2]
connection: Hans_Seyfer_Stra_e-Industrieplatz_7 [max_link_capacity=5]
connection: Austra_e_17-Austra_e_13 [max_link_capacity=5]
connection: Hans_Seyfer_Stra_e_2-Austra_e_13 [max_link_capacity=2]
connection: Grund_ckerstra_e_2-Grund_ckerstra_e_3 [max_link_capacity=2]
connection: Grund_ckerstra_e_2-Grund_ckerstra_e_2_via_1 [max_link_capacity=2]
connection: Grund_ckerstra_e_2_via_1-12507024725 [max_link_capacity=2]
connection: Elisabethenstra_e_2-Elisabethenstra_e [max_link_capacity=2]
connection: Lauffener_Stra_e_8-Deinenbachstra_e [max_link_capacity=2]
connection: Hermann_Wolf_Stra_e-Lauffener_Stra_e_8 [max_link_capacity=2]
connection: Hermann_Wolf_Stra_e-Hermann_Wolf_Stra_e_3 [max_link_capacity=2]
connection: Herbert_Hoover_Stra_e_3-Herbert_Hoover_Stra_e_3_via_1 [max_link_capacity=2]
connection: Herbert_Hoover_Stra_e_3_via_1-Herbert_Hoover_Stra_e_3_via_2 [max_link_capacity=2]
connection: Herbert_Hoover_Stra_e_3_via_2-Herbert_Hoover_Stra_e_4 [max_link_capacity=2]
connection: Herbert_Hoover_Stra_e_5-Herbert_Hoover_Stra_e_3 [max_link_capacity=2]
connection: Herbert_Hoover_Stra_e_5-Herbert_Hoover_Stra_e_4 [max_link_capacity=2]
connection: Herbert_Hoover_Stra_e_6-Herbert_Hoover_Stra_e_5 [max_link_capacity=2]
connection: Kanalstra_e_3-Kanalstra_e_4 [max_link_capacity=10]
connection: Neckargartacher_Stra_e_9-Neckargartacher_Stra_e_10 [max_link_capacity=5]
connection: Neckargartacher_Stra_e_2-Neckargartacher_Stra_e_9 [max_link_capacity=5]
connection: R_merstra_e-Neckargartacher_Stra_e_10 [max_link_capacity=5]
connection: Saarlandstra_e_15-Neckargartacher_Stra_e_10 [max_link_capacity=5]
connection: August_H_u_er_Stra_e_3-Neckargartacher_Stra_e_11 [max_link_capacity=5]
connection: Neckargartacher_Stra_e_12-Neckargartacher_Stra_e_11 [max_link_capacity=5]
connection: Christophstra_e_8-Christophstra_e_5 [max_link_capacity=2]
connection: Hans_Seyfer_Stra_e_2-Christophstra_e_5 [max_link_capacity=2]
connection: Hofwiesenstra_e_4-Sankt_Martin_Stra_e [max_link_capacity=2]
connection: Sommerau_2-Sankt_Martin_Stra_e [max_link_capacity=2]
connection: Friedrich_Ackermann_Stra_e_4-Staufenbergstra_e_5 [max_link_capacity=2]
connection: Staufenbergstra_e_8-Staufenbergstra_e_5 [max_link_capacity=2]
connection: Staufenbergstra_e_6-Sommerau [max_link_capacity=2]
connection: Hofwiesenstra_e_3-Sommerau [max_link_capacity=2]
connection: Sommerau_2-Sommerau_2_via_1 [max_link_capacity=2]
connection: Sommerau_2_via_1-Sommerau [max_link_capacity=2]
connection: Staufenbergstra_e_9-Staufenbergstra_e_6 [max_link_capacity=2]
connection: Staufenbergstra_e_7-Staufenbergstra_e_6 [max_link_capacity=2]
connection: Hofwiesenstra_e_3-Staufenbergstra_e_7 [max_link_capacity=2]
connection: Hofwiesenstra_e_3-Hofwiesenstra_e_3_via_1 [max_link_capacity=2]
connection: Hofwiesenstra_e_3_via_1-Hofwiesenstra_e_3_via_2 [max_link_capacity=2]
connection: Hofwiesenstra_e_3_via_2-Hofwiesenstra_e_4 [max_link_capacity=2]
connection: Staufenbergstra_e_8-Sommerau_2 [max_link_capacity=2]
connection: Staufenbergstra_e_10-Staufenbergstra_e_10_via_1 [max_link_capacity=2]
connection: Staufenbergstra_e_10_via_1-Staufenbergstra_e_7 [max_link_capacity=2]
connection: Seeligstra_e-Seeligstra_e_2 [max_link_capacity=2]
connection: L_mlinstra_e_3-Seeligstra_e_2 [max_link_capacity=2]
connection: Reinerstra_e-Seeligstra_e_2 [max_link_capacity=2]
connection: L_mlinstra_e_3-L_mlinstra_e_4 [max_link_capacity=2]
connection: Zellerstra_e-Landwehrstra_e_8 [max_link_capacity=2]
connection: Gr_newaldstra_e_4-Landwehrstra_e_13 [max_link_capacity=2]
connection: Gr_newaldstra_e_4-Gr_newaldstra_e_5 [max_link_capacity=2]
connection: Landwehrstra_e_8-Landwehrstra_e_9 [max_link_capacity=2]
connection: Landwehrstra_e_10-Landwehrstra_e_8 [max_link_capacity=2]
connection: Heidenrain_3-Landwehrstra_e_9 [max_link_capacity=2]
connection: Landwehrstra_e_13-Landwehrstra_e_9 [max_link_capacity=2]
connection: Landwehrstra_e_10-Heidenrain [max_link_capacity=2]
connection: Landwehrstra_e_12-Landwehrstra_e_10 [max_link_capacity=2]
connection: Landwehrstra_e_11-Landwehrstra_e_12 [max_link_capacity=2]
connection: Heidenrain-Heidenrain_2 [max_link_capacity=2]
connection: Heidenrain_3-Heidenrain [max_link_capacity=2]
connection: Gr_newaldstra_e_5-Heidenrain_3 [max_link_capacity=2]
connection: Gr_newaldstra_e_5-Jahnheide [max_link_capacity=2]
connection: Jahnheide_4-Jahnheide [max_link_capacity=2]
connection: Jahnheide-Jahnheide_3 [max_link_capacity=2]
connection: Landwehrstra_e_14-Landwehrstra_e_13 [max_link_capacity=2]
connection: M_nzerstra_e_2-M_nzerstra_e [max_link_capacity=2]
connection: M_nzerstra_e_2-F_rfelder_Stra_e [max_link_capacity=2]
connection: M_nzerstra_e_2-Salzburger_Stra_e [max_link_capacity=2]
connection: Kreuzenstra_e_7-Kreuzenstra_e_6 [max_link_capacity=2]
connection: Kreuzenstra_e_8-Kreuzenstra_e_6 [max_link_capacity=2]
connection: Kreuzenstra_e_7-Kreuzenstra_e_10 [max_link_capacity=2]
connection: Kreuzenstra_e_9-Kreuzenstra_e_7 [max_link_capacity=2]
connection: Schafhausstra_e_2-Leisbrunnenstra_e [max_link_capacity=2]
connection: Schafhausstra_e_2-Leintalstra_e_3 [max_link_capacity=2]
connection: Leintalstra_e-Leintalstra_e_2 [max_link_capacity=2]
connection: Leintalstra_e_2-Leintalstra_e_3 [max_link_capacity=5]
connection: Leintalstra_e_2-Saarbr_ckener_Stra_e_3 [max_link_capacity=5]
connection: B_cklerstra_e-Heidelberger_Stra_e_17 [max_link_capacity=2]
connection: Heidelberger_Stra_e_18-Heidelberger_Stra_e_17 [max_link_capacity=5]
connection: Heidelberger_Stra_e_19-Heidelberger_Stra_e_18 [max_link_capacity=5]
connection: Im_Kreuzgrund_15-Heidelberger_Stra_e_18 [max_link_capacity=2]
connection: Keplerstra_e_2-Keplerstra_e [max_link_capacity=2]
connection: Keplerstra_e_2-Moltkestra_e_3 [max_link_capacity=2]
connection: Friedensplatz-Moltkestra_e_3 [max_link_capacity=2]
connection: Nuss_ckerstra_e_2-Siebenb_rgenstra_e [max_link_capacity=2]
connection: Nuss_ckerstra_e_2-Nuss_ckerstra_e_3 [max_link_capacity=2]
connection: Nuss_ckerstra_e_2-Nuss_ckerstra_e_4 [max_link_capacity=2]
connection: Siebenb_rgenstra_e_2-Siebenb_rgenstra_e [max_link_capacity=2]
connection: Havannastra_e-Siebenb_rgenstra_e [max_link_capacity=2]
connection: Nuss_ckerstra_e_3-Baltenstra_e_4 [max_link_capacity=2]
connection: Nuss_ckerstra_e_5-Nuss_ckerstra_e_3 [max_link_capacity=2]
connection: Nuss_ckerstra_e_4-Havannastra_e [max_link_capacity=2]
connection: Nuss_ckerstra_e_5-Nuss_ckerstra_e_6 [max_link_capacity=2]
connection: Nuss_ckerstra_e_5-Heilbronner_Weg_2 [max_link_capacity=2]
connection: Baltenstra_e_4-Nuss_ckerstra_e_6 [max_link_capacity=2]
connection: Nuss_ckerstra_e_7-Nuss_ckerstra_e_6 [max_link_capacity=2]
connection: Weidenweg-Heilbronner_Weg_2 [max_link_capacity=2]
connection: Heilbronner_Weg_5-Heilbronner_Weg_2 [max_link_capacity=2]
connection: Karmeliterstra_e-Weinsberger_Stra_e_4 [max_link_capacity=2]
connection: Karmeliterstra_e_2-Karmeliterstra_e [max_link_capacity=2]
connection: Klettstra_e-Karmeliterstra_e [max_link_capacity=2]
connection: Weinsberger_Stra_e_4-Weinsberger_Stra_e_15 [max_link_capacity=10]
connection: Karmeliterstra_e_2-Karlstra_e_7 [max_link_capacity=2]
connection: Karmeliterstra_e_2-Schillerstra_e_5 [max_link_capacity=2]
connection: Karmeliterstra_e_2-Schillerstra_e_6 [max_link_capacity=2]
connection: Klettstra_e-Schillerstra_e_5 [max_link_capacity=10]
connection: Goppeltstra_e_2-Goppeltstra_e [max_link_capacity=2]
connection: Goppeltstra_e-Ellwanger_Stra_e [max_link_capacity=2]
connection: Goppeltstra_e-Goppeltstra_e_3 [max_link_capacity=2]
connection: Christophstra_e_6-Goppeltstra_e_2 [max_link_capacity=2]
connection: Goppeltstra_e_2-Goppeltstra_e_4 [max_link_capacity=2]
connection: Ellwanger_Stra_e_2-Ellwanger_Stra_e [max_link_capacity=2]
connection: Christophstra_e_9-Ellwanger_Stra_e [max_link_capacity=2]
connection: Christophstra_e_7-Goppeltstra_e_3 [max_link_capacity=2]
connection: Christophstra_e_10-Goppeltstra_e_3 [max_link_capacity=2]
connection: Ellwanger_Stra_e_2-Hans_Seyfer_Stra_e_2 [max_link_capacity=2]
connection: Ellwanger_Stra_e_2-Christophstra_e_8 [max_link_capacity=2]
connection: Am_Viehweg-Salzgrundstra_e_2 [max_link_capacity=2]
connection: Salzgrundstra_e_2-Salzgrundstra_e_3 [max_link_capacity=2]
connection: Lammgasse_2-Lammgasse_3 [max_link_capacity=2]
connection: S_lmerm_hlstra_e-Lammgasse_3 [max_link_capacity=2]
connection: Turmstra_e-Lammgasse_3 [max_link_capacity=2]
connection: Horkheimer_Stra_e_7-Egerten [max_link_capacity=2]
connection: Horkheimer_Stra_e_7-Horkheimer_Stra_e_18 [max_link_capacity=5]
connection: Hermann_Wolf_Stra_e_2-Hermann_Wolf_Stra_e_2_via_1 [max_link_capacity=2]
connection: Hermann_Wolf_Stra_e_2_via_1-Hermann_Wolf_Stra_e_3 [max_link_capacity=2]
connection: Hermann_Wolf_Stra_e_4-Hermann_Wolf_Stra_e_3 [max_link_capacity=2]
connection: Eulenweg_2-Eulenweg [max_link_capacity=2]
connection: Eulenweg_2-Schwalbenweg [max_link_capacity=2]
connection: Eulenweg_2-Eulenweg_5 [max_link_capacity=2]
connection: Kastanienweg_4-Kastanienweg_3 [max_link_capacity=2]
connection: Eibenweg-Kastanienweg_3 [max_link_capacity=2]
connection: Holunderweg-Kastanienweg_4 [max_link_capacity=2]
connection: Kastanienweg_5-Kastanienweg_4 [max_link_capacity=2]
connection: Kastanienweg_5-Kastanienweg_6 [max_link_capacity=2]
connection: Kastanienweg_5-Ahornweg [max_link_capacity=2]
connection: Platanenstra_e-Kastanienweg_6 [max_link_capacity=2]
connection: Kastanienweg_7-Kastanienweg_6 [max_link_capacity=2]
connection: Platanenstra_e-Platanenstra_e_2 [max_link_capacity=2]
connection: Platanenstra_e-Im_Kreuzgrund_10 [max_link_capacity=2]
connection: Kastanienweg_7-Im_Kreuzgrund_2 [max_link_capacity=2]
connection: Im_Kreuzgrund_2-Im_Kreuzgrund_3 [max_link_capacity=2]
connection: Im_Kreuzgrund_2-Im_Kreuzgrund_4 [max_link_capacity=2]
connection: Im_Kreuzgrund_9-Im_Kreuzgrund_3 [max_link_capacity=2]
connection: Kastanienweg_7-Im_Kreuzgrund_3 [max_link_capacity=2]
connection: Im_Kreuzgrund_4-Starenweg [max_link_capacity=2]
connection: Im_Kreuzgrund_5-Im_Kreuzgrund_4 [max_link_capacity=2]
connection: Distelfinkweg-Starenweg [max_link_capacity=2]
connection: Eulenweg_3-Starenweg [max_link_capacity=2]
connection: Im_Kreuzgrund_5-Hofweg [max_link_capacity=2]
connection: Im_Kreuzgrund_5-Im_Kreuzgrund_6 [max_link_capacity=2]
connection: Hofweg-Hofweg_3 [max_link_capacity=2]
connection: Hofweg-Lindenhof [max_link_capacity=2]
connection: Hofweg-Im_Kreuzgrund_9 [max_link_capacity=2]
connection: Distelfinkweg-Im_Kreuzgrund_6 [max_link_capacity=2]
connection: Im_Kreuzgrund_7-Im_Kreuzgrund_6 [max_link_capacity=2]
connection: Im_Kreuzgrund_7-Im_Kreuzgrund_8 [max_link_capacity=2]
connection: Im_Kreuzgrund_7-Sperlingweg [max_link_capacity=2]
connection: Reiherweg-Im_Kreuzgrund_8 [max_link_capacity=2]
connection: Sperlingweg-Eulenweg_5 [max_link_capacity=2]
connection: Sperlingweg-Schwalbenweg [max_link_capacity=2]
connection: Sperlingweg-Starenweg_2 [max_link_capacity=2]
connection: Schwalbenweg-Schwalbenweg_2 [max_link_capacity=2]
connection: Buchenhof-Buchenhof_2 [max_link_capacity=2]
connection: Hofweg_2-Buchenhof_2 [max_link_capacity=2]
connection: Im_Kreuzgrund_15-Buchenhof_2 [max_link_capacity=2]
connection: Eichenhof-Hofweg_2 [max_link_capacity=2]
connection: Hofweg_3-Hofweg_2 [max_link_capacity=2]
connection: Hofweg_2-Im_Kreuzgrund_14 [max_link_capacity=2]
connection: Hofweg_3-Birkenhof [max_link_capacity=2]
connection: Im_Kreuzgrund_13-Hofweg_3 [max_link_capacity=2]
connection: Im_Kreuzgrund_9-Im_Kreuzgrund_10 [max_link_capacity=2]
connection: Im_Kreuzgrund_13-Im_Kreuzgrund_10 [max_link_capacity=2]
connection: Ulmenweg-Im_Kreuzgrund_11 [max_link_capacity=2]
connection: Im_Kreuzgrund_14-Im_Kreuzgrund_11 [max_link_capacity=2]
connection: Im_Kreuzgrund_15-Im_Kreuzgrund_11 [max_link_capacity=2]
connection: Distelfinkweg-Eulenweg_3 [max_link_capacity=2]
connection: Eulenweg_4-Eulenweg_3 [max_link_capacity=2]
connection: Starenweg_2-Distelfinkweg [max_link_capacity=2]
connection: Eulenweg_5-Eulenweg_4 [max_link_capacity=2]
connection: Starenweg_2-Eulenweg_4 [max_link_capacity=2]
connection: Krugstra_e-Eichelberger_Weg [max_link_capacity=2]
connection: Eichelberger_Weg_2-Arms_ndersteige_2 [max_link_capacity=2]
connection: Arms_ndersteige_3-Arms_ndersteige_3_via_1 [max_link_capacity=2]
connection: Arms_ndersteige_3_via_1-Arms_ndersteige_3_via_2 [max_link_capacity=2]
connection: Arms_ndersteige_3_via_2-Arms_ndersteige_2 [max_link_capacity=2]
connection: 1634280530-Horkheimer_Stra_e_8 [max_link_capacity=5]
connection: Horkheimer_Stra_e_10-Horkheimer_Stra_e_8 [max_link_capacity=5]
connection: Horkheimer_Stra_e_10-Horkheimer_Stra_e_9 [max_link_capacity=5]
connection: Horkheimer_Stra_e_9-Horkheimer_Stra_e_11 [max_link_capacity=5]
connection: Lauffener_Stra_e_9-Horkheimer_Stra_e_9 [max_link_capacity=2]
connection: Horkheimer_Stra_e_10-Neckartalstra_e_16 [max_link_capacity=5]
connection: Horkheimer_Stra_e_11-Horkheimer_Stra_e_18 [max_link_capacity=5]
connection: Lauffener_Stra_e_9-Horkheimer_Stra_e_11 [max_link_capacity=2]
connection: Lauffener_Stra_e_9-Lauffener_Stra_e_6 [max_link_capacity=2]
connection: Louis_Hentges_Stra_e_5-Louis_Hentges_Stra_e_3 [max_link_capacity=2]
connection: Im_Fleischbeil_5-Im_Fleischbeil_3 [max_link_capacity=2]
connection: Im_Fleischbeil_4-Im_Fleischbeil_3 [max_link_capacity=2]
connection: In_der_Steig_2-Im_Fleischbeil_3 [max_link_capacity=2]
connection: In_der_Steig_2-In_der_Steig_3 [max_link_capacity=2]
connection: In_der_Steig_4-In_der_Steig_3 [max_link_capacity=2]
connection: In_der_Steig_4-Rainlesstra_e_2 [max_link_capacity=2]
connection: In_der_Steig_4-In_der_Steig_5 [max_link_capacity=2]
connection: Rainlesstra_e_2-In_der_Steig_5 [max_link_capacity=2]
connection: In_der_Steig_6-In_der_Steig_5 [max_link_capacity=2]
connection: R_merstra_e_6-R_merstra_e_11 [max_link_capacity=5]
connection: R_merstra_e_6-Marienburger_Stra_e_3 [max_link_capacity=2]
connection: Breslauer_Stra_e_2-Sachsen_ckerstra_e [max_link_capacity=2]
connection: Sachsen_ckerstra_e_2-Sachsen_ckerstra_e [max_link_capacity=2]
connection: Memeler_Stra_e-Memeler_Stra_e_via_1 [max_link_capacity=2]
connection: Memeler_Stra_e_via_1-Sachsen_ckerstra_e_2 [max_link_capacity=2]
connection: Sachsen_ckerstra_e_3-Sachsen_ckerstra_e_2 [max_link_capacity=2]
connection: Memeler_Stra_e-Sachsen_ckerstra_e_3 [max_link_capacity=2]
connection: Memeler_Stra_e-Sachsen_ckerstra_e_4 [max_link_capacity=2]
connection: Sachsen_ckerstra_e_4-Sachsen_ckerstra_e_3 [max_link_capacity=2]
connection: Sachsen_ckerstra_e_5-Sachsen_ckerstra_e_4 [max_link_capacity=2]
connection: Sachsen_ckerstra_e_6-Sachsen_ckerstra_e_5 [max_link_capacity=2]
connection: Stettiner_Stra_e-Sachsen_ckerstra_e_5 [max_link_capacity=2]
connection: Stettiner_Stra_e-Sachsen_ckerstra_e_6 [max_link_capacity=2]
connection: Sachsen_ckerstra_e_6-Liebermannstra_e_4 [max_link_capacity=2]
connection: Stettiner_Stra_e-D_rerstra_e [max_link_capacity=2]
connection: Leinbachstra_e_2-Lindenstra_e [max_link_capacity=2]
connection: Leinbachstra_e_2-R_merstra_e_7 [max_link_capacity=2]
connection: Leinbachstra_e_3-Leinbachstra_e_2 [max_link_capacity=2]
connection: Liebermannstra_e-Lindenstra_e [max_link_capacity=2]
connection: R_merstra_e_8-R_merstra_e_7 [max_link_capacity=5]
connection: R_merstra_e_7-Nordheimer_Weg_3 [max_link_capacity=2]
connection: Leinbachstra_e_3-Liebermannstra_e [max_link_capacity=2]
connection: R_merstra_e_8-Rosenstra_e [max_link_capacity=2]
connection: R_merstra_e_8-R_merstra_e_9 [max_link_capacity=5]
connection: Rosenstra_e-Siedlungsweg [max_link_capacity=2]
connection: Rosenstra_e-Siedlungsweg_2 [max_link_capacity=2]
connection: Melanchthonweg-Melanchthonweg_via_1 [max_link_capacity=2]
connection: Melanchthonweg_via_1-R_merstra_e_9 [max_link_capacity=2]
connection: Liebermannstra_e-Liebermannstra_e_2 [max_link_capacity=2]
connection: Liebermannstra_e_3-Liebermannstra_e_2 [max_link_capacity=2]
connection: Liebermannstra_e_3-Liebermannstra_e_4 [max_link_capacity=2]
connection: Kollwitzstra_e-Liebermannstra_e_3 [max_link_capacity=2]
connection: D_rerstra_e-Liebermannstra_e_4 [max_link_capacity=2]
connection: Breslauer_Stra_e-Liebermannstra_e_4 [max_link_capacity=2]
connection: Schongauerstra_e-D_rerstra_e [max_link_capacity=2]
connection: Breslauer_Stra_e_2-Breslauer_Stra_e [max_link_capacity=2]
connection: Sudetenstra_e-Breslauer_Stra_e [max_link_capacity=2]
connection: Frankenbacher_Stra_e_6-Palmstra_e [max_link_capacity=5]
connection: Frankenbacher_Stra_e_6-Frankenbacher_Stra_e_7 [max_link_capacity=5]
connection: Palmstra_e_2-Palmstra_e [max_link_capacity=2]
connection: Ludwigstra_e-Palmstra_e [max_link_capacity=2]
connection: Frankenbacher_Stra_e_11-Palmstra_e [max_link_capacity=5]
connection: Frankenbacher_Stra_e_7-Frankenbacher_Stra_e_4 [max_link_capacity=5]
connection: Frankenbacher_Stra_e_7-Talstra_e [max_link_capacity=2]
connection: Melanchthonweg_2-Melanchthonweg [max_link_capacity=2]
connection: Melanchthonweg-Widmannstra_e [max_link_capacity=2]
connection: Widmannstal-Widmannstal_via_1 [max_link_capacity=2]
connection: Widmannstal_via_1-Widmannstra_e [max_link_capacity=2]
